Credit_Record_ID,Person,Person_ID,Game_Record_ID,Game Title,Release_ID,Platform / Release,Role,Role as printed,Original or conversion,Employment status,Evidence status,Review status,Source system,Source URL,Source item ID,Confidence,Notes
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-n-break-by-melvyn-garcia:person-melvyn-garcia:game-author,Melvyn Garcia,person:melvyn-garcia,game:n-break,N BREAK,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:n-break-by-melvyn-garcia,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-of-gems-by-paul-shave-mrm:person-paul-shave:game-author,Paul Shave,person:paul-shave,game:of-gems,OF GEMS,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:of-gems-by-paul-shave-mrm,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-of-khoronz-by-d-l-haslam:person-d-l-haslam:game-author,D L HASLAM,person:d-l-haslam,game:of-khoronz,OF KHORONZ,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:of-khoronz-by-d-l-haslam,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-or-dictator-by-stuart-cheshire-a-k-a-delos-d-harriman-go-dax:person-stuart-cheshire-a-k-a-delos-d-harriman:game-author,Stuart Cheshire a.k.a. Delos D Harriman,person:stuart-cheshire-a-k-a-delos-d-harriman,game:or-dictator,or DICTATOR,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:or-dictator-by-stuart-cheshire-a-k-a-delos-d-harriman-go-dax,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-or-jelton-by-gil-jaysmith-and-richard-broadhurst:person-gil-jaysmith-and-richard-broadhurst:game-author,Gil Jaysmith & Richard Broadhurst,person:gil-jaysmith-and-richard-broadhurst,game:or-jelton,or JELTON,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:or-jelton-by-gil-jaysmith-and-richard-broadhurst,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-pit-by-ron-merson-durell:person-ron-merson:game-author,Ron Merson,person:ron-merson,game:pit,PIT,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:pit-by-ron-merson-durell,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-pool-by-orlando-firebird:person-orlando:game-author,Orlando,person:orlando,game:pool,Pool,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:pool-by-orlando-firebird,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-produced-by-masik-on-the-cover-art-matthew-s-si-kilvington:person-masik-on-the-cover-art-matthew-s-si-kilvington:game-author,MASIK' on the cover art (MAtthew S + SI Kilvington).,person:masik-on-the-cover-art-matthew-s-si-kilvington,game:produced,'produced,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:produced-by-masik-on-the-cover-art-matthew-s-si-kilvington,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-questioned-by-micro-user-or-a-and-b-computing-over-what-he-was:person-micro-user-or-a-and-b-computing-over-what-he-was:game-author,Micro User or A&B Computing over what he was,person:micro-user-or-a-and-b-computing-over-what-he-was,game:questioned,questioned,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:questioned-by-micro-user-or-a-and-b-computing-over-what-he-was,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-raider-by-tony-sothcott-micropower:person-tony-sothcott:game-author,Tony Sothcott,person:tony-sothcott,game:raider,RAIDER,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:raider-by-tony-sothcott-micropower,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-repton-series-of-games-released-by-superior-and-thought-id:person-superior-and-thought-id:game-author,"Superior, and thought I'd",person:superior-and-thought-id,game:repton-series-of-games-released,Repton series of games released,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:repton-series-of-games-released-by-superior-and-thought-id,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-rescue-by-mike-wyatt:person-mike-wyatt:game-author,Mike Wyatt,person:mike-wyatt,game:rescue,Rescue,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:rescue-by-mike-wyatt,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-snooker-by-steve-siddle-players:person-steve-siddle:game-author,Steve Siddle,person:steve-siddle,game:snooker,Snooker,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:snooker-by-steve-siddle-players,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-soft-collection-by-danny-nicholas:person-danny-nicholas:game-author,Danny Nicholas,person:danny-nicholas,game:soft-collection,SOFT COLLECTION,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:soft-collection-by-danny-nicholas,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-that-it-had-passed-by-acornsofts-offices-at-some-point-if-they:person-acornsofts-offices-at-some-point-if-they:game-author,Acornsoft's offices at some point. If they,person:acornsofts-offices-at-some-point-if-they,game:that-it-had-passed,that it had passed,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:that-it-had-passed-by-acornsofts-offices-at-some-point-if-they,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-that-magazines-back-cover-was-regularly-staked-out-by-ocean:person-ocean:game-author,Ocean,person:ocean,game:that-magazines-back-cover-was-regularly-staked-out,that magazine's back cover was regularly staked out,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:that-magazines-back-cover-was-regularly-staked-out-by-ocean,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-the-popular-arcade-adventure-written-by-michael-jakobsen-it:person-michael-jakobsen-it:game-author,Michael Jakobsen. It,person:michael-jakobsen-it,game:the-popular-arcade-adventure-written,the popular arcade adventure written,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:the-popular-arcade-adventure-written-by-michael-jakobsen-it,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-warmongers-it-should-be-out-by-christmas-and-he-describes-it:person-christmas-and-he-describes-it:game-author,Christmas and he describes it,person:christmas-and-he-describes-it,game:warmongers-it-should-be-out,Warmongers. It should be out,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:warmongers-it-should-be-out-by-christmas-and-he-describes-it,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-wars-demo-by-orlando-psg:person-orlando:game-author,Orlando,person:orlando,game:wars-demo,WARS DEMO,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:wars-demo-by-orlando-psg,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-weevils-by-micropower-but-the-existence-of-this-version-indicates:person-micropower-but-the-existence-of-this-version-indicates:game-author,"Micropower, but the existence of this version indicates",person:micropower-but-the-existence-of-this-version-indicates,game:weevils,Weevils,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:weevils-by-micropower-but-the-existence-of-this-version-indicates,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-homepage-html-widow-by-james-watson-dudleysoft:person-james-watson-dudleysoft:game-author,James Watson/Dudleysoft,person:james-watson-dudleysoft,game:widow,WIDOW,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/homepage.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-homepage-html:widow-by-james-watson-dudleysoft,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-and-i-firmly-believe-that-they-have-been-duped-by-julian-bushell:person-julian-bushell:game-author,"Julian Bushell.""",person:julian-bushell,game:and-i-firmly-believe-that-they-have-been-duped,and I firmly believe that they have been duped,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:and-i-firmly-believe-that-they-have-been-duped-by-julian-bushell,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-clash-by-julian-bushell-gremlin:person-julian-bushell:game-author,"Julian Bushell.""",person:julian-bushell,game:clash,CLASH,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:clash-by-julian-bushell-gremlin,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-demo-by-peter-johnson-superior:person-peter-johnson:game-author,Peter Johnson,person:peter-johnson,game:demo,(DEMO),,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:demo-by-peter-johnson-superior,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-demo-by-rich-talbot-watkins-and-matt-godbolt-acorn-user:person-rich-talbot-watkins-and-matt-godbolt:game-author,Rich Talbot-Watkins & Matt Godbolt,person:rich-talbot-watkins-and-matt-godbolt,game:demo,(DEMO),,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:demo-by-rich-talbot-watkins-and-matt-godbolt-acorn-user,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-demo-by-tony-bartram:person-tony-bartram:game-author,Tony Bartram,person:tony-bartram,game:demo,(DEMO),,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:demo-by-tony-bartram,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-game-star-clash-published-by-gremlin:person-gremlin:game-author,Gremlin.,person:gremlin,game:game-star-clash-published,game STAR CLASH published,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:game-star-clash-published-by-gremlin,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-garden-by-ian-webster-and-frazer-middleton-superior:person-ian-webster-and-frazer-middleton:game-author,Ian Webster & Frazer Middleton,person:ian-webster-and-frazer-middleton,game:garden,GARDEN,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:garden-by-ian-webster-and-frazer-middleton-superior,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-graphics-by-chris-roberts-were-very-good-in-1983-but-are:person-chris-roberts-were-very-good-in-1983-but-are:game-author,Chris Roberts were very good in 1983 but are,person:chris-roberts-were-very-good-in-1983-but-are,game:graphics,Graphics,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:graphics-by-chris-roberts-were-very-good-in-1983-but-are,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-i-by-daniel-bowen:person-daniel-bowen:game-author,Daniel Bowen,person:daniel-bowen,game:i,I,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:i-by-daniel-bowen,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-just-been-reinstated-by-mark-rogers:person-mark-rogers:game-author,Mark Rogers,person:mark-rogers,game:just-been-reinstated,just been reinstated,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:just-been-reinstated-by-mark-rogers,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-of-which-was-a-version-of-tempest-by-orlando-since-the-rest:person-orlando-since-the-rest:game-author,Orlando. Since the rest,person:orlando-since-the-rest,game:of-which-was-a-version-of-tempest,of which was a version of TEMPEST,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:of-which-was-a-version-of-tempest-by-orlando-since-the-rest,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-round-by-m-edmondson-and-n-chamberlain:person-m-edmondson-and-n-chamberlain:game-author,M. Edmondson & N. Chamberlain,person:m-edmondson-and-n-chamberlain,game:round,ROUND,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:round-by-m-edmondson-and-n-chamberlain,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-said-it-had-been-not-published-by-superior-although-i-got:person-superior-although-i-got:game-author,"Superior, although I got",person:superior-although-i-got,game:said-it-had-been-not-published,said it had been 'not published',,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:said-it-had-been-not-published-by-superior-although-i-got,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-shanghai-by-nick-wilkinson-a:person-nick-wilkinson-a:game-author,Nick Wilkinson. A,person:nick-wilkinson-a,game:shanghai,Shanghai,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:shanghai-by-nick-wilkinson-a,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-wars-by-gary-partis:person-gary-partis:game-author,Gary Partis,person:gary-partis,game:wars,WARS,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:wars-by-gary-partis,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-indexb-html-willie-by-ian-webster:person-ian-webster:game-author,Ian Webster,person:ian-webster,game:willie,WILLIE,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/indexb.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-indexb-html:willie-by-ian-webster,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-relatedlinks-html-games-for-the-commodore-64-maintained-by-frank-gasking:person-frank-gasking:game-author,Frank Gasking.,person:frank-gasking,game:games-for-the-commodore-64-maintained,games for the Commodore 64. Maintained,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/relatedlinks.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-relatedlinks-html:games-for-the-commodore-64-maintained-by-frank-gasking,explicitly named in source metadata,A source credit does not establish employment status.
credit:source-item-stairway-lost-https-www-stairwaytohell-com-lostandfound-relatedlinks-html-sinclair-spectrum-maintained-by-steve-brown:person-steve-brown:game-author,Steve Brown.,person:steve-brown,game:sinclair-spectrum-maintained,Sinclair Spectrum. Maintained,,,game author,Named game author,unspecified,not inferred from credit,Candidate / unresolved,Needs manual review,Stairway To Hell,https://www.stairwaytohell.com/lostandfound/relatedlinks.html,source-item:stairway-lost:https-www-stairwaytohell-com-lostandfound-relatedlinks-html:sinclair-spectrum-maintained-by-steve-brown,explicitly named in source metadata,A source credit does not establish employment status.
